time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-01T12:10:33.205Z,36.9116,-116.0292,2.7,-0.3,ml,4,270.57,0.031,0.0355,nn,nn00663741,2018-11-01T19:15:13.394Z,"65km E of Beatty, Nevada",earthquake,,4.9,0.25,3,reviewed,nn,nn
2018-11-01T12:06:27.050Z,18.9018333,-155.1923333,36.38,2.12,md,59,253,0.3588,0.11,hv,hv70678697,2018-11-01T22:48:19.870Z,"45km SE of Pahala, Hawaii",earthquake,0.64,1.22,0.145,27,reviewed,hv,hv
2018-11-01T12:05:30.520Z,37.4476662,-121.8011703,5.53,1.58,md,14,86,0.002752,0.04,nc,nc73104776,2018-11-01T13:51:04.956Z,"9km NNE of Alum Rock, CA",earthquake,0.36,0.39,0.16,12,automatic,nc,nc
2018-11-01T12:02:20.790Z,46.8905,-112.5228333,13.79,1.07,ml,10,108,0.112,0.11,mb,mb80318174,2018-11-01T14:57:05.050Z,"14km ESE of Lincoln, Montana",earthquake,0.4,0.59,0.235,2,reviewed,mb,mb
2018-11-01T12:01:57.693Z,38.1486,-119.007,11.1,1,ml,9,136.09,0.408,0.156,nn,nn00663718,2018-11-01T17:58:11.591Z,"22km ESE of Bridgeport, California",earthquake,,5.6,0.25,3,reviewed,nn,nn
2018-11-01T11:53:47.559Z,61.9977,-150.556,14.7,1.9,ml,,,,0.97,ak,ak20308641,2018-11-01T11:57:23.690Z,"39km NW of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-01T11:51:09.074Z,36.5438,-116.2585,9,0.2,ml,15,128.11,0.093,0.1292,nn,nn00663716,2018-11-01T17:48:56.101Z,"44km NNW of Pahrump, Nevada",earthquake,,1.8,0.11,4,reviewed,nn,nn
2018-11-01T11:49:36.030Z,33.4983333,-116.7978333,3.06,0.48,ml,19,80,0.01416,0.12,ci,ci37410410,2018-11-01T15:58:26.276Z,"9km NE of Aguanga, CA",earthquake,0.24,0.64,0.131,13,reviewed,ci,ci
2018-11-01T11:49:17.379Z,36.5438,-116.2553,7.5,0.1,ml,10,129.85,0.094,0.1399,nn,nn00663715,2018-11-01T17:33:28.944Z,"44km NNW of Pahrump, Nevada",earthquake,,2.5,0.03,3,reviewed,nn,nn
2018-11-01T11:48:39.280Z,33.493,-116.7948333,2.74,1.25,ml,52,33,0.01986,0.2,ci,ci37410402,2018-11-01T15:59:38.170Z,"9km NE of Aguanga, CA",earthquake,0.19,0.44,0.123,28,reviewed,ci,ci
2018-11-01T11:45:40.589Z,69.4441,-144.8609,4.5,2.2,ml,,,,0.62,ak,ak20308638,2018-11-01T11:57:23.956Z,"90km SSW of Kaktovik, Alaska",earthquake,,2.8,,,automatic,ak,ak
2018-11-01T11:37:39.170Z,35.2177,-97.7026,5,1.9,mb_lg,,72,0.128,0.58,us,us2000i580,2018-11-01T20:55:35.040Z,"9km WSW of Newcastle, Oklahoma",earthquake,1,1.6,0.228,5,reviewed,us,us
2018-11-01T11:30:25.802Z,65.1885,-151.2849,7.7,1.9,ml,,,,0.99,ak,ak20308634,2018-11-01T11:39:32.682Z,"37km E of Tanana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-01T11:23:38.740Z,35.7849998,-121.0853348,-0.05,2.34,md,42,97,0.1694,0.17,nc,nc73104771,2018-11-01T13:26:02.792Z,"18km NNE of San Simeon, CA",earthquake,0.38,5.5,0.13,28,automatic,nc,nc
2018-11-01T11:13:10.160Z,8.2462,-83.0311,10,4.7,mb,,135,0.641,0.7,us,us2000i58n,2018-11-01T21:05:12.260Z,"18km WSW of Puerto Armuelles, Panama",earthquake,2.5,1.9,0.05,122,reviewed,us,us
2018-11-01T11:04:40.540Z,38.833168,-122.8304977,2.24,1.05,md,11,126,0.00667,0.02,nc,nc73104761,2018-11-01T11:58:02.305Z,"9km NW of The Geysers, CA",earthquake,0.54,0.58,,1,automatic,nc,nc
2018-11-01T11:03:45.790Z,33.4953333,-116.795,2.88,-0.18,ml,9,240,0.01757,0.05,ci,ci37410386,2018-11-01T17:24:25.780Z,"9km NE of Aguanga, CA",earthquake,0.39,0.36,0.032,2,reviewed,ci,ci
2018-11-01T11:03:14.110Z,33.4975,-116.7938333,3.32,0.57,ml,28,40,0.0158,0.11,ci,ci37410378,2018-11-01T17:12:05.720Z,"9km NE of Aguanga, CA",earthquake,0.14,0.38,0.11,18,reviewed,ci,ci
2018-11-01T11:02:24.830Z,18.0133,-67.1241,18,1.22,md,4,253,0.0161,0.03,pr,pr2018305005,2018-11-01T16:06:18.217Z,"4km ESE of Boqueron, Puerto Rico",earthquake,0.92,0.43,0.38,4,reviewed,pr,pr
2018-11-01T11:00:44.180Z,36.9568333,-121.5896667,3.79,0.74,md,15,60,0.006293,0.05,nc,nc73104751,2018-11-01T19:03:03.714Z,"6km SSW of Gilroy, CA",earthquake,0.24,0.34,0.042,11,reviewed,nc,nc
2018-11-01T10:52:26.960Z,36.0098333,-120.5713333,3.01,0.97,md,20,108,0.02816,0.07,nc,nc73104741,2018-11-01T18:31:02.509Z,"18km NW of Parkfield, CA",earthquake,0.25,0.51,0.416,10,reviewed,nc,nc
2018-11-01T10:39:12.130Z,38.809166,-122.7935028,2.32,2.22,md,33,59,0.01082,0.04,nc,nc73104731,2018-11-01T11:49:03.244Z,"5km NW of The Geysers, CA",earthquake,0.2,0.34,0.16,9,automatic,nc,nc
2018-11-01T10:05:16.591Z,63.5449,-147.4978,0,1.6,ml,,,,0.8,ak,ak20308625,2018-11-01T10:09:45.424Z,"74km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-01T09:55:12.068Z,66.8781,-146.9221,6.4,1.6,ml,,,,0.96,ak,ak20308622,2018-11-01T10:05:52.933Z,"80km WNW of Fort Yukon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-01T09:52:30.530Z,38.8313332,-122.8718338,2.36,0.54,md,5,89,0.02553,0,nc,nc73104716,2018-11-01T11:06:01.997Z,"12km WNW of The Geysers, CA",earthquake,0.57,2.83,,1,automatic,nc,nc
2018-11-01T09:52:13.071Z,59.4781,-152.7129,65.2,2.2,ml,,,,0.54,ak,ak20308618,2018-11-01T16:49:21.549Z,"59km WSW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-01T09:49:27.630Z,38.8396683,-122.8256683,1.39,0.56,md,9,93,0.007743,0.01,nc,nc73104711,2018-11-01T10:39:03.840Z,"9km WNW of Cobb, CA",earthquake,0.41,0.77,,1,automatic,nc,nc
2018-11-01T09:48:22.870Z,35.7406667,-84.0478333,11.18,2.08,md,9,136,0.1384,0.15,se,se60067823,2018-11-01T17:18:16.077Z,"7km WSW of Maryville, Tennessee",earthquake,0.75,1.69,0.06,6,reviewed,se,se
2018-11-01T09:35:31.710Z,19.1906667,-155.4436667,32.81,1.74,md,35,160,0.06383,0.1,hv,hv70678552,2018-11-01T23:01:27.900Z,"4km ESE of Pahala, Hawaii",earthquake,0.53,0.71,0.047,16,reviewed,hv,hv
2018-11-01T09:26:49.071Z,59.0213,-153.2444,79,1.8,ml,,,,0.63,ak,ak20308612,2018-11-01T09:34:35.844Z,"116km SW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-01T09:11:56.280Z,33.4951667,-116.4895,13.76,0.6,ml,27,96,0.06029,0.13,ci,ci37410362,2018-11-01T17:06:44.845Z,"18km ESE of Anza, CA",earthquake,0.28,0.42,0.101,13,reviewed,ci,ci
2018-11-01T09:09:07.998Z,38.3592,-115.8232,0,1.5,ml,10,135.37,0.187,0.17,nn,nn00663700,2018-11-01T17:24:13.582Z,"51km ENE of Warm Springs, Nevada",earthquake,,0,0.33,2,reviewed,nn,nn
2018-11-01T09:04:24.630Z,33.5133333,-116.7616667,11.3,0.86,ml,37,30,0.03233,0.15,ci,ci37410354,2018-11-01T15:59:42.740Z,"9km WSW of Anza, CA",earthquake,0.19,0.48,0.153,22,reviewed,ci,ci
2018-11-01T09:03:03.830Z,33.7063333,-116.8115,15.3,0.63,ml,30,62,0.08128,0.15,ci,ci37410346,2018-11-01T19:56:38.474Z,"9km ESE of Valle Vista, CA",earthquake,0.25,0.4,0.127,12,reviewed,ci,ci
2018-11-01T08:59:32.790Z,33.7043333,-116.8138333,15.4,0.64,ml,34,62,0.07937,0.17,ci,ci37410338,2018-11-01T19:49:53.856Z,"9km ESE of Valle Vista, CA",earthquake,0.27,0.39,0.13,13,reviewed,ci,ci
2018-11-01T08:52:11.520Z,33.6971667,-116.815,14.26,1.9,ml,73,20,0.07236,0.18,ci,ci37410330,2018-11-01T16:00:47.690Z,"9km SE of Valle Vista, CA",earthquake,0.18,0.3,0.257,26,reviewed,ci,ci
2018-11-01T08:46:18.760Z,18.7941,-67.3015,8,2.55,md,4,328,0.6549,0.1,pr,pr2018305004,2018-11-01T11:49:46.767Z,"39km NNW of San Antonio, Puerto Rico",earthquake,1.59,2.44,0.1,4,reviewed,pr,pr
2018-11-01T08:44:41.190Z,38.7851677,-122.7570038,1.57,0.94,md,9,96,0.01596,0.03,nc,nc73104701,2018-11-01T09:53:02.554Z,"1km N of The Geysers, CA",earthquake,0.3,0.49,0.07,2,automatic,nc,nc
2018-11-01T08:42:18.000Z,35.2425,-97.7339,6.2,2.4,mb_lg,,63,0.116,0.33,us,us2000i563,2018-11-01T16:05:11.562Z,"8km SE of Tuttle, Oklahoma",earthquake,1.7,2.8,0.079,42,reviewed,us,us
2018-11-01T08:17:40.110Z,38.7786674,-122.7408371,0.76,1.06,md,7,137,0.005581,0.01,nc,nc73104696,2018-11-01T09:26:02.409Z,"1km E of The Geysers, CA",earthquake,0.34,0.45,0.06,3,automatic,nc,nc
2018-11-01T08:01:52.180Z,19.1913338,-155.6906738,-0.13,1.95,md,39,75,0.06129,0.2,hv,hv70678457,2018-11-01T08:05:13.430Z,"15km NNE of Hawaiian Ocean View, Hawaii",earthquake,0.51,0.55,0.12,9,automatic,hv,hv
2018-11-01T07:56:40.140Z,33.4985,-116.7973333,2.68,0.66,ml,27,32,0.01406,0.19,ci,ci37410322,2018-11-01T16:00:54.530Z,"9km NE of Aguanga, CA",earthquake,0.23,0.36,0.125,20,reviewed,ci,ci
2018-11-01T07:44:48.344Z,68.9521,-144.2178,0.5,2.8,ml,,,,1.14,ak,ak20308306,2018-11-01T07:49:08.620Z,"106km NNE of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-01T07:36:26.200Z,33.4963333,-116.7753333,3.79,0.19,ml,21,89,0.02632,0.1,ci,ci37410314,2018-11-01T16:28:02.629Z,"10km NE of Aguanga, CA",earthquake,0.16,0.33,0.154,4,reviewed,ci,ci
2018-11-01T07:28:17.950Z,19.1714993,-155.4793396,32.46,1.86,md,31,165,0.02283,0.17,hv,hv70678407,2018-11-01T07:31:31.150Z,"3km S of Pahala, Hawaii",earthquake,0.99,1.14,0.06,3,automatic,hv,hv
2018-11-01T07:24:07.740Z,33.4963333,-116.7916667,4.15,0.31,ml,22,36,0.01756,0.09,ci,ci37410306,2018-11-01T17:02:25.634Z,"9km NE of Aguanga, CA",earthquake,0.15,0.24,0.092,7,reviewed,ci,ci
2018-11-01T07:23:10.940Z,33.5083333,-116.7955,4.29,0.43,ml,25,38,0.005712,0.12,ci,ci37410298,2018-11-01T16:55:19.209Z,"10km NE of Aguanga, CA",earthquake,0.18,0.29,0.107,9,reviewed,ci,ci
2018-11-01T07:22:55.780Z,33.4878333,-116.7911667,4.93,0.17,ml,23,62,0.02565,0.1,ci,ci37410290,2018-11-01T16:51:47.849Z,"8km NE of Aguanga, CA",earthquake,0.18,0.43,0.106,6,reviewed,ci,ci
2018-11-01T07:21:51.362Z,60.5776,-150.6664,35.3,1.4,ml,,,,0.84,ak,ak20308299,2018-11-01T07:34:50.925Z,"7km NE of Sterling, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-01T07:13:06.570Z,35.2167,-97.6968,5,2.1,ml,,65,0.128,0.3,us,us2000i55h,2018-11-01T08:57:53.040Z,"9km WSW of Newcastle, Oklahoma",earthquake,0.9,1.7,0.066,30,reviewed,us,us
2018-11-01T07:11:14.600Z,18.0421,-66.0968,23,1.6,md,5,109,0.0773,0.21,pr,pr2018305003,2018-11-01T11:48:03.215Z,"4km NNE of Olimpo, Puerto Rico",earthquake,1.22,1.65,0.58,4,reviewed,pr,pr
2018-11-01T07:10:37.167Z,59.8571,-141.4058,6.1,2.7,ml,,,,0.87,ak,ak20308292,2018-11-01T07:22:42.040Z,"61km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-01T07:08:48.430Z,19.9618333,-155.4455,36.82,2.05,md,25,243,0.1238,0.13,hv,hv70678387,2018-11-01T21:41:13.790Z,"13km SSE of Honoka'a, Hawaii",earthquake,0.67,0.71,0.096,10,reviewed,hv,hv
2018-11-01T06:52:14.070Z,33.3911667,-116.4321667,8.36,1.26,ml,46,94,0.1152,0.22,ci,ci37410282,2018-11-01T16:00:59.070Z,"16km NNW of Borrego Springs, CA",earthquake,0.28,0.92,0.188,25,reviewed,ci,ci
2018-11-01T06:48:09.960Z,37.6101667,-118.8768333,9.53,0.38,md,18,108,0.01411,0.09,nc,nc73104681,2018-11-01T17:28:03.146Z,"10km ESE of Mammoth Lakes, CA",earthquake,0.56,1.43,0.187,14,reviewed,nc,nc
2018-11-01T06:39:30.192Z,38.516,-115.767,6.5,1.1,ml,5,250.21,0.22,0.2757,nn,nn00663733,2018-11-01T17:08:49.420Z,"35km SW of Currant, Nevada",earthquake,,6.9,0.26,2,reviewed,nn,nn
2018-11-01T06:37:52.250Z,37.532,-118.8295,5.42,0.78,md,23,181,0.05793,0.04,nc,nc73104676,2018-11-01T16:29:52.846Z,"14km WSW of Toms Place, CA",earthquake,0.59,0.68,0.174,21,reviewed,nc,nc
2018-11-01T06:37:14.430Z,36.2406,-98.1534,5.94,2.5,mb_lg,,61,0.266,0.15,us,us2000i54y,2018-11-01T07:54:22.267Z,"20km NE of Okeene, Oklahoma",earthquake,0.9,5.2,0.086,35,reviewed,us,us
2018-11-01T06:31:35.090Z,33.4836667,-116.7915,4.42,0.96,ml,46,39,0.02957,0.2,ci,ci37410274,2018-11-01T16:02:02.350Z,"8km ENE of Aguanga, CA",earthquake,0.22,0.47,0.187,27,reviewed,ci,ci
2018-11-01T06:31:08.700Z,-22.328,-68.7009,101.68,4.8,mb,,48,0.343,1.07,us,us2000i55r,2018-11-01T08:18:08.040Z,"28km ENE of Calama, Chile",earthquake,5.6,5,0.039,208,reviewed,us,us
2018-11-01T06:27:50.640Z,60.2072,-139.9117,4.1,1.7,ml,,,,0.79,ak,ak20308290,2018-11-01T06:34:08.384Z,"74km N of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-01T06:27:07.313Z,38.3646,-115.8152,3.1,2.2,ml,13,75.68,0.181,0.1085,nn,nn00663690,2018-11-01T16:25:23.870Z,"51km SW of Currant, Nevada",earthquake,,3.3,0.17,7,reviewed,nn,nn
2018-11-01T06:24:21.100Z,37.6446667,-122.0503333,4.93,1.66,md,56,35,0.03101,0.14,nc,nc73104666,2018-11-01T23:42:03.143Z,"2km E of Hayward, CA",earthquake,0.13,0.33,0.194,47,reviewed,nc,nc
2018-11-01T06:16:35.350Z,37.6431667,-118.9465,4.7,0.39,md,20,62,0.02345,0.05,nc,nc73104661,2018-11-01T17:18:03.084Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.25,0.34,0.159,18,reviewed,nc,nc
2018-11-01T06:14:49.600Z,45.945,-121.963,14.16,0.89,ml,8,286,,0.19,uw,uw61501902,2018-11-01T06:54:49.030Z,"26km NNW of Carson, Washington",earthquake,1.11,2.16,0.0471086622837423,4,reviewed,uw,uw
2018-11-01T06:13:37.130Z,33.4808333,-116.7838333,5.05,0.1,ml,15,94,0.03435,0.08,ci,ci37410266,2018-11-01T16:47:25.822Z,"9km ENE of Aguanga, CA",earthquake,0.17,0.41,0.058,6,reviewed,ci,ci
2018-11-01T06:08:23.350Z,2.3768,122.109,569.85,4.3,mb,,77,1.827,0.61,us,us2000i58x,2018-11-01T13:15:36.040Z,"154km NNE of Kali, Indonesia",earthquake,5.8,8.9,0.074,51,reviewed,us,us
2018-11-01T05:56:14.355Z,62.2981,-150.3183,19.1,1.4,ml,,,,0.34,ak,ak20308143,2018-11-01T06:05:43.765Z,"11km WSW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-01T05:52:01.547Z,69.4189,-144.3379,0,2.3,ml,,,,0.8,ak,ak20308140,2018-11-01T05:58:49.450Z,"84km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-11-01T05:50:15.820Z,48.159,-122.472833333333,20.66,1.89,ml,37,46,,0.23,uw,uw61501897,2018-11-01T06:47:46.250Z,"4km ESE of Camano, Washington",earthquake,0.3,0.89,0.112516977403916,21,reviewed,uw,uw
2018-11-01T05:47:09.960Z,60.2499,-140.9911,0,1.6,ml,,,,0.81,ak,ak20308138,2018-11-01T05:51:24.744Z,"82km ENE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-01T05:45:38.000Z,62.5779,-151.2746,80.3,2.2,ml,,,,0.77,ak,ak20308134,2018-11-01T05:58:49.182Z,"66km WNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-01T05:41:03.680Z,45.4503333333333,-122.651,16.2,1.26,ml,21,111,,0.21,uw,uw61501892,2018-11-01T06:30:47.120Z,"1km WNW of Milwaukie, Oregon",earthquake,0.49,3.12,0.108295839809369,7,reviewed,uw,uw
2018-11-01T05:34:30.930Z,37.1492,20.6093,10,4.5,mb,,140,2.637,0.74,us,us2000i54d,2018-11-01T06:06:25.040Z,"66km SSW of Lithakia, Greece",earthquake,7.3,1.9,0.139,15,reviewed,us,us
2018-11-01T05:27:07.617Z,64.0247,-148.883,0,1.6,ml,,,,1.12,ak,ak20308129,2018-11-01T05:33:55.601Z,"19km NNE of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-01T05:21:53.046Z,38.3735,-115.8253,1.1,1.3,ml,5,223.82,0.19,0.0957,nn,nn00663739,2018-11-01T18:59:51.693Z,"51km ENE of Warm Springs, Nevada",earthquake,,6.1,0,1,reviewed,nn,nn
2018-11-01T05:17:06.000Z,46.132,-122.166333333333,5.76,0.66,ml,10,100,,0.09,uw,uw61501887,2018-11-01T06:16:22.730Z,"32km NE of Amboy, Washington",earthquake,0.55,0.42,0.284529624271184,9,reviewed,uw,uw
2018-11-01T05:14:51.277Z,38.3934,-115.8338,1,1.6,ml,14,155.99,0.2,0.2218,nn,nn00663685,2018-11-01T16:59:33.893Z,"49km SW of Currant, Nevada",earthquake,,2.9,0.32,8,reviewed,nn,nn
2018-11-01T05:12:52.070Z,33.5785,-116.5886667,13.91,0.63,ml,24,73,0.02056,0.15,ci,ci37410258,2018-11-01T16:01:05.024Z,"8km ENE of Anza, CA",earthquake,0.24,0.38,0.197,20,reviewed,ci,ci
2018-11-01T05:11:00.010Z,33.5011667,-116.794,2.68,0.22,ml,21,58,0.01237,0.16,ci,ci37410250,2018-11-01T16:24:29.228Z,"9km NE of Aguanga, CA",earthquake,0.2,0.2,0.15,4,reviewed,ci,ci
2018-11-01T05:07:52.154Z,38.3008,-115.7509,3.8,1.1,ml,11,185.96,0.139,0.251,nn,nn00663688,2018-11-01T05:38:06.379Z,"54km SSW of Currant, Nevada",earthquake,,5,0.22,7,reviewed,nn,nn
2018-11-01T05:05:53.964Z,38.3711,-115.847,0,1.2,ml,4,231.89,0.207,0.1612,nn,nn00663737,2018-11-01T18:53:40.759Z,"49km ENE of Warm Springs, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2018-11-01T05:05:28.240Z,33.9903333,-116.9678333,17.62,1.04,ml,47,42,0.06958,0.13,ci,ci37410242,2018-11-01T16:40:16.060Z,"7km N of Beaumont, CA",earthquake,0.15,0.47,0.183,22,reviewed,ci,ci
2018-11-01T05:05:16.220Z,35.2663,-97.7066,5,1.3,mb_lg,,72,0.084,1,us,us2000i567,2018-11-01T09:14:58.040Z,"9km WNW of Newcastle, Oklahoma",earthquake,1.3,1.5,0.295,3,reviewed,us,us
2018-11-01T05:05:00.714Z,38.3499,-115.8155,0,1.2,ml,4,222.12,0.181,0.0922,nn,nn00663738,2018-11-01T18:56:46.078Z,"51km ENE of Warm Springs, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2018-11-01T05:03:21.770Z,33.4965,-116.7985,2.92,1.04,ml,52,33,0.0159,0.21,ci,ci37410234,2018-11-01T16:02:08.950Z,"9km NE of Aguanga, CA",earthquake,0.18,0.58,0.115,25,reviewed,ci,ci
2018-11-01T05:02:00.916Z,60.0593,-141.2182,9.8,1.5,ml,,,,0.9,ak,ak20308121,2018-11-01T05:04:40.402Z,"67km E of Cape Yakataga, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-01T04:58:51.210Z,37.29,-122.2063333,2.78,1.89,md,44,73,0.05113,0.19,nc,nc73104656,2018-11-01T23:31:03.698Z,"11km SSE of Portola Valley, CA",earthquake,0.24,0.52,0.198,40,reviewed,nc,nc
2018-11-01T04:54:44.880Z,36.0216667,-120.583,1.71,0.47,md,15,142,0.03955,0.03,nc,nc73104651,2018-11-01T18:12:02.393Z,"19km NW of Parkfield, CA",earthquake,0.29,1.49,0.191,2,reviewed,nc,nc
2018-11-01T04:50:37.330Z,-7.1873,144.887,33.47,4.3,mb,,70,3.148,0.65,us,us2000i53u,2018-11-02T00:48:23.040Z,"129km S of Kundiawa, Papua New Guinea",earthquake,7.6,4.8,0.122,20,reviewed,us,us
2018-11-01T04:38:38.120Z,38.7270012,-122.8460007,5.97,1.17,md,8,224,0.03735,0.03,nc,nc73104641,2018-11-01T06:28:04.197Z,"10km SW of The Geysers, CA",earthquake,2.39,2.41,0.09,3,automatic,nc,nc
2018-11-01T04:35:00.430Z,36.9553333,-121.5886667,3.96,0.74,md,18,66,0.005303,0.06,nc,nc73104636,2018-11-01T18:42:02.567Z,"6km SSW of Gilroy, CA",earthquake,0.21,0.33,0.246,13,reviewed,nc,nc
2018-11-01T04:31:37.660Z,33.503,-116.7946667,2.2,0.32,ml,16,74,0.01048,0.15,ci,ci37410218,2018-11-01T16:01:26.797Z,"9km NE of Aguanga, CA",earthquake,0.28,0.31,0.114,8,reviewed,ci,ci
2018-11-01T04:30:19.450Z,34.028,-106.3334,7.85,3.4,ml,,36,0.272,0.74,us,us2000i53p,2018-11-01T04:50:18.040Z,"51km E of Socorro, New Mexico",earthquake,4.9,6.6,0.148,6,reviewed,us,us
2018-11-01T04:29:47.040Z,33.4931667,-116.7993333,2.71,1.34,ml,56,33,0.01917,0.2,ci,ci37410210,2018-11-01T16:02:17.730Z,"8km NE of Aguanga, CA",earthquake,0.18,0.43,0.138,28,reviewed,ci,ci
2018-11-01T04:27:40.880Z,40.1777,-14.7949,10,5,mb,,95,4.888,0.99,us,us2000i53n,2018-11-01T22:11:18.339Z,"North Atlantic Ocean",earthquake,8.3,1.9,0.045,155,reviewed,us,us
2018-11-01T04:22:20.520Z,49.3047,-129.368,10,4.9,mb,,152,1.556,1.41,us,us2000i53f,2018-11-01T23:24:53.509Z,"208km SW of Port Hardy, Canada",earthquake,7.5,1.9,0.028,406,reviewed,us,us
2018-11-01T04:21:11.470Z,18.0108,-67.1063,18,2.32,md,6,151,0.0055,0.1,pr,pr2018305002,2018-11-01T08:15:10.370Z,"4km SW of Palmarejo, Puerto Rico",earthquake,1.15,0.62,0.24,6,reviewed,pr,pr
2018-11-01T04:19:12.350Z,37.634,-118.9556667,4.81,0.28,md,17,68,0.01717,0.06,nc,nc73104621,2018-11-01T16:15:50.390Z,"2km E of Mammoth Lakes, CA",earthquake,0.24,0.36,0.184,16,reviewed,nc,nc
2018-11-01T04:08:19.350Z,33.5098333,-116.7958333,3.86,0.9,ml,40,36,0.004543,0.19,ci,ci37410194,2018-11-01T16:03:23.160Z,"10km NE of Aguanga, CA",earthquake,0.19,0.48,0.116,26,reviewed,ci,ci
2018-11-01T04:00:07.849Z,37.3714,-117.1347,12.7,0.8,ml,18,103.36,0.399,0.1871,nn,nn00663658,2018-11-01T16:53:19.855Z,"38km SSE of Goldfield, Nevada",earthquake,,1.8,0.26,11,reviewed,nn,nn
2018-11-01T03:58:48.690Z,63.1904,-150.4191,111,1.8,ml,,,,0.38,ak,ak20307960,2018-11-01T04:04:30.650Z,"76km WSW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-01T03:31:03.025Z,63.286,-151.0994,3,2,ml,,,,0.82,ak,ak20307821,2018-11-01T03:36:14.316Z,"108km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-01T03:22:28.000Z,37.5972,20.4306,10,4.7,mb,,82,2.169,0.95,us,us2000i52h,2018-11-02T00:20:40.040Z,"37km WSW of Mouzaki, Greece",earthquake,7.1,1.9,0.118,22,reviewed,us,us
2018-11-01T03:06:44.490Z,38.835,-122.8256667,2.25,0.57,md,15,69,0.008466,0.04,nc,nc73104616,2018-11-01T17:18:59.205Z,"9km NW of The Geysers, CA",earthquake,0.29,0.74,,1,reviewed,nc,nc
2018-11-01T03:02:22.400Z,36.7341,-116.172,4.7,-0.4,ml,7,97.46,0.033,0.1135,nn,nn00663650,2018-11-01T16:37:47.614Z,"55km ESE of Beatty, Nevada",earthquake,,2.5,0.11,3,reviewed,nn,nn
2018-11-01T02:56:21.950Z,38.8354988,-122.8261642,1.51,1.22,md,16,72,0.007908,0.03,nc,nc73104591,2018-11-01T05:42:02.901Z,"9km NW of The Geysers, CA",earthquake,0.25,0.58,0.01,3,automatic,nc,nc
2018-11-01T02:48:13.330Z,46.8116667,-112.7991667,7.74,1.56,ml,12,88,0.174,0.18,mb,mb80317709,2018-11-01T14:52:32.200Z,"18km SSW of Lincoln, Montana",earthquake,0.55,1.51,0.038,3,reviewed,mb,mb
2018-11-01T02:47:17.400Z,47.3963333333333,-121.809166666667,17.82,0.75,ml,4,173,,0.15,uw,uw61501872,2018-11-01T05:52:41.000Z,"8km SSW of Riverbend, Washington",earthquake,2.5,0.93,0.179780885809476,3,reviewed,uw,uw
2018-11-01T02:44:49.150Z,37.4141,20.5509,10,4.9,mwr,,134,2.37,1.1,us,us2000i529,2018-11-01T02:57:49.040Z,"41km SW of Lithakia, Greece",earthquake,7.1,2,0.078,16,reviewed,us,us
2018-11-01T02:33:32.415Z,61.174,-139.9012,0.5,1.4,ml,,,,0.47,ak,ak20307681,2018-11-01T02:38:03.331Z,"137km WNW of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2018-11-01T02:24:59.030Z,33.4881667,-116.7863333,4.89,0.01,ml,18,86,0.02683,0.09,ci,ci37410170,2018-11-01T16:32:08.570Z,"9km NE of Aguanga, CA",earthquake,0.19,0.41,0.038,6,reviewed,ci,ci
2018-11-01T02:23:12.610Z,37.491,-118.8566667,6.54,0.63,md,16,292,0.1013,0.03,nc,nc73104581,2018-11-01T16:57:03.952Z,"18km WSW of Toms Place, CA",earthquake,2.14,1.78,0.168,14,reviewed,nc,nc
2018-11-01T02:23:06.630Z,18.0143,-67.0996,10,1.67,md,3,134,0.0127,0.48,pr,pr2018305001,2018-11-01T04:01:10.848Z,"3km SW of Palmarejo, Puerto Rico",earthquake,4.11,3.29,0.01,2,reviewed,pr,pr
